proxy,concurrency,total_routes,test_id,method,route_idx,cpu_time,real_time
chp,1,500,0,get_all,71,0.0027407900000007146,0.0040672669999821665
chp,1,500,0,add,72,0.001072358000000051,0.0014256140000270534
chp,1,500,0,delete,72,0.0009365940000005679,0.0010694640000110667
chp,1,500,0,get_all,72,0.002764790999998823,0.004123250000020562
chp,1,500,0,add,73,0.0010552549999989225,0.0014246839999714211
chp,1,500,0,delete,73,0.0009520700000003046,0.0010830510000232607
chp,1,500,0,get_all,73,0.002761497999999918,0.004104221000034158
chp,1,500,0,add,74,0.0010611499999999552,0.0014086850000012419
chp,1,500,0,delete,74,0.0009468100000002977,0.0010620919999837497
chp,1,500,0,get_all,74,0.0027662660000000727,0.004102084000010109
chp,1,500,0,add,75,0.0010617239999994865,0.0014422509999576505
chp,1,500,0,delete,75,0.0009382729999991568,0.0010477090000904354
chp,1,500,0,get_all,75,0.0027659440000000757,0.004126970000015717
chp,1,500,0,add,76,0.0010737010000010372,0.0014297070000566237
chp,1,500,0,delete,76,0.0009367650000005057,0.0010509410000167918
chp,1,500,0,get_all,76,0.00276138499999945,0.0040805219999811015
chp,1,500,0,add,77,0.0010683750000008985,0.0014215589999366784
chp,1,500,0,delete,77,0.0009894020000000836,0.0010857699999178294
chp,1,500,0,get_all,77,0.0027680439999997475,0.004413844000055178
chp,1,500,0,add,78,0.001079904999999215,0.0014673959999527142
chp,1,500,0,delete,78,0.0009741699999992193,0.0010867309999866848
chp,1,500,0,get_all,78,0.002752832000000538,0.004549703999941812
chp,1,500,0,add,79,0.0010814450000005138,0.001443591999986893
chp,1,500,0,delete,79,0.000948668999999569,0.0010592029999543229
chp,1,500,0,get_all,79,0.0027489540000011914,0.004265508000003138
chp,1,500,0,add,80,0.001072567999999663,0.0014331359999459892
chp,1,500,0,delete,80,0.0009460690000011596,0.0010818819999940388
chp,1,500,0,get_all,80,0.0027577339999993455,0.004096204999996189
chp,1,500,0,add,81,0.0011070569999986901,0.0014714510000430892
chp,1,500,0,delete,81,0.0009384049999994204,0.001052094999977271
chp,1,500,0,get_all,81,0.0027564830000006424,0.004108140000084859
chp,1,500,0,add,82,0.0010568629999987422,0.0014119999999593347
chp,1,500,0,delete,82,0.0009370470000007458,0.0010578179999356507
chp,1,500,0,get_all,82,0.0027412749999999875,0.0041102000000137195
